Year,Month,DayPeriod,Type,Operator,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity
1934,Oct,Unknown,de Havilland DH-50A,Qantas,Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
2000,Apr,Unknown,Britten-Norman BN-2A-20 Islander,North Coast Aviation,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1941,Oct,Evening,Sikorsky S-42B (flying boat),Pan American World Airways,Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,15,0,2,Partial Survived
2008,Feb,Afternoon,Eurocopter  AS332L2 Super Puma,BHS - Brazilian Helicopter Service Air Taxi,Land,South America,Brazil,Unknown,Unknown,Rio de Janeiro,Unknown,Unknown,No,Unknown,20,0,5,Partial Survived
1955,Nov,Night,Douglas C-54,Peninsular,Watery,Unknown,Unknown,Sea,"Seattle,",Unknown,Unknown,Unknown,No,Takeoff,74,0,28,Partial Survived
1972,Jun,Morning,Beechcraft U206C,Casino Air - Air Taxi,Land,North America,United States,Unknown,Unknown,Nevada,Weather,Rain,No,Unknown,5,0,2,Partial Survived
1995,Nov,Morning,Boeing B-737-2F9,Nigeria Airways,Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,137,0,9,Partial Survived
1948,Feb,Unknown,Latecoere 631,Latecoere Airlines,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,14,0,14,None Survived
1952,Aug,Night,Handley Page HP-81 Hermes 4A,Airwork,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,57,0,7,Partial Survived
1936,Apr,Unknown,General Aviation GA-43,Swissair,Land,Europe,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1939,May,Afternoon,Curtiss-Wright C-14 Osprey,Military - Ecuadorian Air Force,Land,South America,Ecuador,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,22,1,None Survived
1963,Jul,Afternoon,Martin 404,Mohawk Airlines,Land,North America,United States,Unknown,Unknown,New York,Weather,Thunderstorm,No,Unknown,43,0,7,Partial Survived
1957,Mar,Morning,Blackburn Beverley C Mark 1,Military -Royal Air Force,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,22,2,18,Partial Survived
1940,Aug,Unknown,Douglas DC-3,LARES,Land,Europe,Romania,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,14,Partial Survived
1991,Feb,Afternoon,British Aerospace BAE-146-200A,LAN,Land,South America,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,72,0,20,Partial Survived
1976,Mar,Unknown,IAI Arava 201,TAM (Bolivia),Land,Unknown,Southeastern Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,22,0,19,Partial Survived
1936,Dec,Unknown,Lockheed 10 Electra,Braniff Airways,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1969,Mar,Morning,Bell 47G2A1 / Cessna 150H,Leamon Flying Service,Land,North America,United States,Unknown,Unknown,Kansas,External,Unknown,No,Unknown,3,0,3,None Survived
2008,May,Morning,Airbus A-320-233,TACA International Airlines,Land,North America,Honduras,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,136,2,3,Partial Survived
1973,Nov,Unknown,Handley Page HPR-7 Herald 101,Lineas Aéreas La Urraca,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,16,0,6,Partial Survived
1999,Jul,Unknown,Antonov 12B,Savanair,Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,5,0,1,Partial Survived
1932,Sep,Unknown,Fokker F-10,American Airways,Land,North America,United States,Unknown,Unknown,Texas,Weather,Unknown,No,Unknown,4,0,3,Partial Survived
1962,Sep,Morning,Avia 14,Ceskoslovenske Aerolinie,Land,Unknown,Unknown,Unknown,Unknown,Czechoslovakia,Unknown,Unknown,No,Landing,34,0,11,Partial Survived
1961,Jul,Night,Douglas DC-6A,Alaska Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,6,0,6,None Survived
1950,Jun,Night,Curtiss C-46-F-1-CU,Westair Transport,Watery,Unknown,Unknown,Ocean,Atlantiocean,Unknown,Unknown,Unknown,No,Unknown,65,0,28,Partial Survived
2001,Sep,Afternoon,LET 410UVP,Aero Ferinco Charter,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,19,0,19,None Survived
1967,Apr,Unknown,Lockheed 18 Lodestar,Caribbean Airlines,Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived
1996,Oct,Unknown,Antonov 12B,Savanair,Land,Africa,Angola,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,19,0,6,Partial Survived
1978,Dec,Afternoon,Cessna 207,Chugiak Aviation - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,7,0,2,Partial Survived
1945,Dec,Unknown,Lockheed 18 Lodestar,Air France,Land,Unknown,Unknown,Unknown,Unknown,French Equatorial Africa,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1929,Sep,Unknown,Ford 5-AT-B Tri Motor,Trans Continental Air Transport,Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Thunderstorm,No,Unknown,8,0,8,None Survived
1990,Feb,Afternoon,Airbus A320-231,Indian Airlines,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,146,0,92,Partial Survived
2002,Jul,Morning,de Havilland DHC-2,"Air Taxi - Bigfoot Air of Alaska, LLC",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Unknown,4,0,4,None Survived
1964,Jul,Morning,Lockheed 12A,Commercial Air Taxi,Land,North America,United States,Unknown,Unknown,Virginia,Human Error,Unknown,No,Unknown,5,0,5,None Survived
1975,Nov,Unknown,Antonov AN-24B,Balkan Bulgarian Airlines,Land,Europe,Bulgaria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,48,0,3,Partial Survived
1971,Mar,Unknown,Douglas DC-3,Jamair,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,15,0,15,None Survived
1961,Nov,Unknown,Lockheed L-749A Constellation,Air Haiti International,Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,3,0,3,None Survived
1933,Apr,Unknown,Junkers F-13,Deutsche Lufthansa,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived
1973,Aug,Evening,Boeing B-707-331B,Trans World Airlines,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,149,0,1,Partial Survived
2006,Apr,Morning,Harbin Yunshuji Y-12-II,Military - Kenya Air Force,Land,Africa,Kenya,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,17,0,14,Partial Survived
2005,May,Unknown,Antonov AN-12BP,Charter - Maniema Union (owner Victoria Air),Land,Africa,Congo,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,27,0,27,None Survived
1978,Nov,Night,Beechcraft G18S,Festus Flying Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Kansas,Weather,Rain,No,Landing,2,0,2,None Survived
1967,Jun,Morning,Douglas C-47,Military - Brazilian Air Force,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,25,0,20,Partial Survived
2005,Jan,Morning,Let 410UVP-E4,Farnair Hungary,Land,Europe,Hungary,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,2,0,2,None Survived
2003,Oct,Unknown,EMB 721C Sertanejo,Air taxi - Rumo Notre Air Taxi,Land,Unknown,Sao Gabriel De Cachoeria,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,4,0,4,None Survived
1996,Jan,Afternoon,Antonov AN-32B,African Air,Land,Unknown,Unknown,Unknown,Unknown,Zaire,Unknown,Unknown,No,Unknown,6,225,2,Partial Survived
2006,Sep,Afternoon,Boeing B-737-8EH /EMB-135JB,Gol Airlines / Private,Land,South America,Brazil,Unknown,Unknown,Unknown,External,Unknown,No,En Route,161,0,154,Partial Survived
1979,Aug,Unknown,Hawker Siddeley HS-748,SATENA,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,3,1,None Survived
1936,Jan,Unknown,Junkers JU-52,Lloyd Aereo Boliviano,Land,Unknown,Unknown,Unknown,Unknown,Boliva,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1998,Dec,Afternoon,Lockheed Martin L-100-30 Hercules,Transafrik,Land,Africa,Angola,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived
1990,Aug,Unknown,Beechcraft 1900C,Military - Republiof China Air Force,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Weather,Rain,No,En Route,18,0,18,None Survived
1976,Mar,Morning,Cessna 207,Kodiak Western Alaska Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,4,0,4,None Survived
1976,Sep,Morning,McDonnell Douglas DC-9-31 / Trident 3B,Inex Adria Aviopromet / British Airways,Land,Europe,Yugoslavia,Unknown,Unknown,Hrvatska,External,Unknown,No,Unknown,176,0,176,None Survived
2000,Mar,Afternoon,Douglas C-47A-5-DK,Points North Air Services,Watery,North America,Canada,Gulf,"Ennadai Lake,",Unknown,Unknown,Unknown,No,Landing,2,0,2,None Survived
2008,Jan,Afternoon,Boeing 777-236ER,British Airways,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,152,0,0,All Survived
1961,Dec,Unknown,Curtiss C-46,Lanica,Land,North America,Nicaragua,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1931,Jul,Unknown,Fokker F-VII,CIDNA,Land,Europe,Bulgaria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
2004,Jun,Morning,Mi-8MTV-1,United Nations -  UTair Charter,Land,Africa,Sierra Leone,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,24,0,24,None Survived
1932,Feb,Unknown,Latecoere 28,Aeropostale,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1944,May,Unknown,Douglas C-47,China National Aviation Corporation,Land,Asia,China,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,12,0,12,None Survived
1984,Oct,Evening,de Havilland Canada DHC-6 Twin Otter 100,Labradore Airways,Watery,North America,Canada,Gulf,"Goose Bay,",Unknown,Weather,Rain,No,Unknown,4,0,4,None Survived
1977,Nov,Night,Nord 2501 Noratlas,Military - French Air Force,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,34,0,34,None Survived
1993,Dec,Unknown,Britten Norman BN-2A Trislander7,ArctiWings & Rotors,Land,North America,Canada,Unknown,Unknown,NWT,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1980,Feb,Unknown,Fairchild C-119G,Military - Indian Air Force,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,47,1,46,Partial Survived
1931,May,Night,Boeing 40,PacifiAir Transport,Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Unknown,2,0,2,None Survived
1950,Jan,Afternoon,Douglas C-47,Military - Bolivian Air Force,Land,South America,Bolivia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,En Route,32,0,32,None Survived
1969,Apr,Afternoon,Lockheed EC-121M,Military - U.S. Navy,Land,Asia,North Korea,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,31,0,31,None Survived
1994,Sep,Unknown,Rockwell 1121B Jet Commander,Radeair,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,9,0,8,Partial Survived
1941,Aug,Evening,Consolidated LB-30A Liberator,Military -Royal Air Force,Land,Europe,Scotland,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,22,0,22,None Survived
1977,Nov,Unknown,Britten-Norman BN-2A-8 Trislander,Servicios Aereos Martinez Leon,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,13,0,13,None Survived
1960,Mar,Afternoon,Lockheed 188C Electra,Northwest Orient Airlines,Land,Unknown,Indiana,Unknown,Unknown,10 mile SE of Tell City,Unknown,Clear,No,Unknown,63,0,63,None Survived
2008,Aug,Evening,Sikorsky S-61N,Junction City Fire Department,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,Yes,Unknown,13,0,9,Partial Survived
1979,Aug,Unknown,Tupolev TU-124,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,63,0,63,None Survived
1960,Aug,Unknown,Ilyushin IL-18,Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Ukraine,Unknown,Unknown,No,Unknown,35,0,35,None Survived
1960,Apr,Afternoon,Douglas DC-3,Cruzeiro,Land,South America,Brazil,Unknown,Unknown,Unknown,Human Error,Unknown,No,Unknown,22,0,10,Partial Survived
2004,Aug,Afternoon,Shorts 360,Military - Venezuelan Air Force,Land,South America,Venezuela,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,25,0,25,None Survived
1989,Mar,Afternoon,Fokker F-28 Fellowship 1000,Air Ontario,Land,North America,Canada,Unknown,Unknown,Ontario,Weather,Snow,No,Unknown,69,0,24,Partial Survived
1991,Sep,Unknown,Handley Page Dart Herald 400,Lineas Aéreas Colombianas,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,7,0,7,None Survived
1964,Mar,Morning,Douglas DC-4,Slick Airways - Cargo,Land,Unknown,Unknown,Unknown,Unknown,Massachutes,Unknown,Unknown,No,Landing,3,0,3,None Survived
1942,Oct,Evening,Sirkorsky 44A (flying boat),American Export Airlines,Land,Unknown,Unknown,Unknown,Unknown,Newfoundland,Unknown,Unknown,No,Takeoff,37,0,11,Partial Survived
1997,Oct,Night,Beech Super King Air 200,Naysa Aerotaxis,Land,Africa,Gambia,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,9,0,8,Partial Survived
1971,Sep,Unknown,Tupolev TU-134A,Malev Hungarian Airlines,Land,Europe,Soviet Union,Unknown,Unknown,Ukraine,Weather,Fog,No,Landing,49,0,49,None Survived
1953,Mar,Unknown,de Havilland DH-114 Heron 1B,Transportes Aéreos Salvador,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,14,0,14,None Survived
1963,Dec,Night,Douglas DC-6B,Western Airlines,Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Landing,46,0,0,All Survived
1969,Aug,Unknown,Ilyushin IL-18,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,112,0,16,Partial Survived
1992,Sep,Unknown,Curtiss C-46F-1-CU,Avesca Colombia,Land,South America,Colombia,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Takeoff,11,0,11,None Survived
1981,Jan,Morning,Beechcraft 99A,Cascade Airways,Land,North America,United States,Unknown,Unknown,Washington,Weather,Rain,No,Landing,9,0,7,Partial Survived
1947,Jan,Unknown,Douglas C-47A,Philippine Air Lines,Land,Asia,Hong Kong,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived
1954,Mar,Night,Fairchild C-110F,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,Maryland,Unknown,Clear,No,Unknown,18,0,18,None Survived
1992,Mar,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Lina Congo,Land,Africa,Congo,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,8,0,3,Partial Survived
1987,Sep,Unknown,Antonov AN-26,Aeroflot,Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Landing,15,0,15,None Survived
1953,Jan,Evening,Douglas C-54B-10-DO,Flying Tiger Line,Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Landing,7,0,7,None Survived
1923,Feb,Unknown,De Havilland DH-4,US Aerial Mail Service,Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1948,Dec,Evening,Douglas DC-3,Pan African Air Charter,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,12,0,12,None Survived
1984,Nov,Unknown,Embraer 110P1 Bandeirante,Euroair,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1976,Aug,Unknown,Douglas C-54E,Military - Spanish Air Force,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,33,0,11,Partial Survived
1958,Feb,Unknown,Douglas DC-4,Loide Aéreo Nacional,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,67,0,5,Partial Survived
1946,Feb,Unknown,Douglas C-47,Military - U.S. Army Air Forces,Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Rain,No,En Route,20,0,20,None Survived
1929,Nov,Unknown,Junkers G-24,Deutsche Lufthansa,Land,Europe,England,Unknown,Unknown,Surrey,Weather,Fog,No,Unknown,8,0,7,Partial Survived
1950,Sep,Night,Douglas C-54D-DC (DC-4),Military - U.S. Air Force,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,51,0,23,Partial Survived
1989,Sep,Evening,Boeing B-737-241,Varig,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,54,0,13,Partial Survived
1991,Mar,Morning,Cessna 402B,Luft-Taxi Emsland,Land,Europe,Germany,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,7,0,6,Partial Survived
1933,Mar,Afternoon,Armstrong Whitworth Argosy II,Imperial Airways,Land,Europe,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,15,0,15,None Survived
1958,Oct,Night,Lockheed 1049E Super Constellation,Linea Aeropostal Venezolana,Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,23,0,23,None Survived
1973,Jul,Night,Boeing B-707-321B,Pan American World Airways,Land,Unknown,Unknown,Unknown,Unknown,Tahiti,Unknown,Unknown,No,Takeoff,79,0,78,Partial Survived
1936,May,Unknown,De Havilland DH-60,Holyman Airways,Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1977,Jul,Afternoon,Antonov AN-26,Military - Angolan Air Force,Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,30,0,30,None Survived
1975,Sep,Unknown,Boeing 727-24C,AVIANCA,Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,4,0,4,None Survived
1966,May,Unknown,Boeing KC-135A,Military - U.S. Air Force,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,11,1,11,None Survived
1945,Jan,Unknown,Douglas C-47,China National Aviation Corporation,Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,4,Partial Survived
1988,Aug,Evening,CASA 212 Aviocar 200,Geoterrex,Land,Europe,Iceland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1933,Oct,Night,Boeing 247-D,United Air Lines,Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,En Route,10,0,10,None Survived
1929,Dec,Unknown,Bernard 192,Aeropostale,Watery,Europe,Unknown,Sea,Mediterranean Sea,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1992,Jul,Afternoon,Airbus A310-304,Thai Airways,Land,Asia,Nepal,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,113,0,113,None Survived
1984,Oct,Unknown,Ilyushin IL-76M,Mililtary - Soviet Air Force,Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,20,0,20,None Survived
1958,Aug,Unknown,Tupolev TU-104-A,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,64,0,64,None Survived
1963,Oct,Unknown,Douglas C-74,Aeronaves de Panama,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1976,Oct,Unknown,Boeing B-707-31,Lloyd Aéreo Boliviano,Land,South America,Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,113,3,None Survived
1991,May,Night,Boeing B-767-3Z9ER,Lauda Air,Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,223,0,223,None Survived
1939,Aug,Unknown,Lockheed 10 Electra,British Airways,Land,Europe,Denmark,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,5,Partial Survived
1962,Dec,Evening,Douglas C-47,Taxader Airlines,Land,South America,Colombia,Unknown,Unknown,Unknown,Human Error,Rain,No,En Route,26,0,24,Partial Survived
1988,Jul,Evening,Douglas C-118A,TACA,Land,North America,United States,Unknown,Unknown,Louisiana,Weather,Rain,No,Unknown,3,0,3,None Survived
1979,Mar,Unknown,Fairchild F-27,Quebecair,Land,North America,Canada,Unknown,Unknown,PQ,Mechanical,Unknown,No,Takeoff,24,0,17,Partial Survived
1935,Oct,Evening,Boeing B-247-D,United Air Lines,Land,North America,United States,Unknown,Unknown,Wyoming,Weather,Unknown,No,Unknown,4,0,4,None Survived
1997,Apr,Unknown,Lockheed C-130H Hercules,Military - Niger Air Force,Land,Africa,Niger,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived
1943,Nov,Unknown,Unknown,Military - Indian Air Force,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,37,1,None Survived
2000,Jun,Afternoon,Xian Yunshuji Y-7-100C,Wuhan Airlines,Land,Asia,China,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,44,7,44,None Survived
1953,May,Afternoon,Convair CV-240-4,KLM Royal Dutch Airlines,Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,34,2,0,All Survived
1948,May,Unknown,Douglas C-47A,Air Transport Charter,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,3,Partial Survived
1999,Aug,Afternoon,McDonnell Douglas MD-90-30,Uni Air,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,96,0,1,Partial Survived
1999,Apr,Morning,de Havilland Canada DHC-6 Twin Otter 300,Aerotaca,Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,5,0,5,None Survived
1961,Mar,Unknown,Douglas C-47DL,Military - Brazilian Air Force,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,23,Partial Survived
